Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,tnps_generic_verbatim_answer,F_NPS_Score,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket,sentiment
2023-07-05 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,Solved and explained to me all my problems,9,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0
2023-05-15 00:00:00,Modify,Prepaid,Siebel_01,Kwazulu Natal,Prepaid150c,,8,5,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,,NaN
2023-08-08 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min TopUp",Got very good customers service,10,10,Too early to tell,Voice,Credit Note / Billing Enquiry,25 - 34,0.91
2023-08-10 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",For a change the person helping me was very clear and spoke so that I could understand her perfectly Not often the case with Vodacom,10,10,"Yes, straight away",Voice,Modify / Orders,65+,-0.185
2023-08-10 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED Flexi 200,Yes,10,6,"Yes, straight away",Voice,Credit Note / Billing Enquiry,35 - 44,0
2023-05-02 00:00:00,Migration,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",,0,,,Voice,Migration / Orders,35 - 44,NaN
2023-03-30 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 175,I have always had good  service with Vodacom,10,9,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,44 - 54,0.7
2023-03-31 00:00:00,Migration,TopUp,Siebel_01,Kwazulu Natal,RED 3GB 200min TopUp,,0,,"Yes, but I had to contact Vodacom more than once",Voice,Migration / Orders,25 - 34,NaN
2023-06-09 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 3,6GB 200min TopUp","On last question, that's bot is a bit useless",10,6,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34,-0.25
2023-06-08 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 2,4GB 100min Top Up",Great service.,10,10,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44,0.8
2023-06-05 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,She's been good and she was very helpful,10,10,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44,0.45
2023-06-05 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Central,Data - Top Up,I wasn't  aware of the repo rate that it also affected my bill of my contract and I was not updated about it I just found out immediately I call the consultant,9,10,"Yes, straight away",Voice,Airtime Advance / Product,25 - 34,0.25
2023-05-30 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Kwazulu Natal,RED VIP 20GB Unlimited,"Not only was the request handled efficiently, but your representative was lovely to interact with. She was friendly and helpful and provided all the relevant info from which I could choose the best solution for my situation. She also put a smile on my fac",10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.429166667
2023-05-30 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED 600MB 50min - TopUp,,8,,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-05-29 00:00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Eastern,RED 600MB 50min,Good service from your consultant,10,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,25 - 34,0.7
2023-07-24 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 140,,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-07-28 00:00:00,WhatsApp Sync,Prepaid,TobiAssist_CC_MII,Central,Prepaid150c,You guys deserve those ratings you're the best,10,10,"Yes, straight away",Voice,WhatsApp Sync / Product,,1
2023-07-27 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 260,All right,10,10,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44,0.285714286
2023-07-27 00:00:00,SIM Swap,TopUp,Siebel_01,Limpopo,Top Up Data,Your employee assisted with kindness and patience,10,10,"Yes, straight away",Voice,SIM Swap / Orders,44 - 54,0
2023-07-27 00:00:00,SIM Swap,TopUp,Siebel_01,Limpopo,Home Internet TopUp,Your employee is very kind,10,10,"Yes, straight away",Voice,SIM Swap / Orders,44 - 54,0.78
2023-07-28 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,She understood my concerns,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0
2023-07-25 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",The consultant was very polite and helpful,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.2
2023-07-07 00:00:00,Unlock Account in Arrears,Postpaid,TobiAssist_CC_C3D,Central,"RED 1,2GB 100min",,10,,,Voice,Unlock Account in Arrears / Billing Enquiry,35 - 44,NaN
2023-05-19 00:00:00,Bonus Bundle,Postpaid,TobiAssist_CC_C3D,Central,"RED 1,2GB 100min",Am happy with the service I got,9,10,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,0.8
2023-05-08 00:00:00,Modify,TopUp,Siebel_01,Limpopo,"RED 1,2GB 100min TopUp",I did like the communication with an vidacom consultant,10,10,Too early to tell,Voice,Modify / Orders,18 - 24,0
2023-05-08 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Western,"RED 1,2GB 100min TopUp","I still need to receive a call to make sure my caller ID was activated, otherwise I was happy with the service",7,7,Too early to tell,Voice,Modify VAS / Billing Enquiry,25 - 34,0.65
2023-07-10 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Top Up Data,It was a good  service,10,10,"Yes, straight away",Voice,Airtime Advance / Product,25 - 34,0.7
2023-07-10 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,,9,7,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,NaN
2023-07-10 00:00:00,Detailed Data Usage,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min",,10,,,Voice,Detailed Data Usage / Billing Enquiry,35 - 44,NaN
2023-07-11 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,,10,9,"Yes, straight away",Voice,Airtime Advance / Product,25 - 34,NaN
2023-07-10 00:00:00,SIM Swap,Prepaid,Siebel_01,Western,Prepaid150c,Excellent service,10,10,Too early to tell,Voice,SIM Swap / Orders,,1
2023-03-06 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Central,RED 500MB 50min TopUp,Better service.,10,10,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44,0.5
2023-03-07 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED VIP 30GB Unlimited,"Jeremiah's excellent customer service skills ??  , patience and going the extra mile to assist in resolving all my queries.  I've never had customer service like this in many years, even from her Vodacom colleagues.",10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.5
2023-06-15 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,Unresolved problem and assistant didnt know how to fix my problem,0,0,No,Voice,Modify / Orders,18 - 24,0
2023-05-06 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 600MB 50min,Got helped,10,0,"Yes, straight away",Voice,Modify / Orders,25 - 34,0
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 65,,10,,,Voice,Modify / Orders,55 - 64,NaN
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,Because made me aware of the things I didn't know and I loved how you were so pleased to help me,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.483333333
2023-05-03 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Top Up Data,Vodacom it my life saver everything is possible with my vodacom,10,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,25 - 34,0
2023-05-02 00:00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Central,uChoose Flexi 175,Very good,9,10,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,55 - 64,0.91
2023-07-17 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 600,,10,,"Yes, straight away",Voice,Modify / Orders,55 - 64,NaN
2023-07-17 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED 600MB 50min - TopUp,It's easy to purchase recurring bundles but hard when you want to cancel them.you have to call and they ask security questions which are unnecessary when canceling whereas they should be asking them when you purchase,10,8,"Yes, straight away",Voice,Modify / Orders,55 - 64,-0.086111111
2023-07-17 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED 600MB 50min - TopUp,,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-03-18 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 2GB 400min TopUp,"Tobi does not work, call center said my caller ID would work now, still does not work.
Non of your platforms work to activate caller ID.",0,0,No,Voice,Modify VAS / Billing Enquiry,35 - 44,-0.1
2023-03-14 00:00:00,Modify,TopUp,Siebel_01,Central,SMART TOP UP S+,,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-03-25 00:00:00,Modify,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,Excellent,10,10,"Yes, straight away",Voice,Modify / Orders,,1
2023-03-20 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Northern Gauteng,SMART TOP UP XS+,No internet signal bill always a problem always late to remind me of billing then my daughters phone number was added as an alternative number up until now this was not solved you block My daughter's phone when my bill is not paid and her phone is a pre m,0,0,No,Voice,Credit Note / Billing Enquiry,65+,-0.3
2023-03-01 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 2GB 200min TopUp,The problem got resolved quickly,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.333333333
2023-03-29 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,"The lady I spoke to was very kind , patient and friendly. I think her name was Jeremiah. The problem was not solved however I did change my phone data settings manually from 5G to 4G and the network connection is much better .",8,9,No,Voice,Modify / Orders,,0.551666667
2023-03-28 00:00:00,Modify,TopUp,Siebel_01,Eastern,Data - Top Up,Your Vodacom consultant that called me was very patient and polite. Best ever.,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.6
2023-05-22 00:00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Limpopo,Data - Top Up,,10,,,Voice,PIN and PUK / Product,25 - 34,NaN
2023-04-24 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Central,Smart Top Up Data 1GB,,10,,,Voice,Promise to Pay / Billing Enquiry,25 - 34,NaN
2023-04-24 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,uChoose Flexi 230,I was happy with the ladies service and the matter was attended to and resolved,10,10,Too early to tell,Voice,Networks / Product,55 - 64,0.8
2023-04-24 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 5GB 200min TopUp,,3,6,No,Voice,Networks / Product,44 - 54,NaN
2023-08-11 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 200,The lady was so humble and understanding she was even willing to go extra mile to assist me,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,44 - 54,0.016666667
2023-06-19 00:00:00,Modify,TopUp,Siebel_01,Western,"RED 3,6GB 600min TopUp",The lady defuse my frustration situation. I can appreciate that,9,9,"Yes, straight away",Voice,Modify / Orders,35 - 44,0
2023-03-27 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Limpopo,uChoose Flexi 230,Because you want me to pay the amount  that i dont knw,5,5,Too early to tell,Voice,Bonus Bundle / Product,35 - 44,0
2023-03-27 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED 500MB 50min TopUp,"The reason rating am not recieving the ref number imei oppo f
Phoune is stolen  for 0722352290 blacklisted",10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0
2023-03-28 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 65,Been with vodacom for almost 4yrs and their service was completly satisfying from the getgo up until now.,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.5
2023-03-27 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,0,0,0,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,0
2023-03-31 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 500MB 50min TopUp,Great service.,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.8
2023-03-31 00:00:00,Migration,TopUp,Siebel_01,Limpopo,RED 1GB 100min TopUp,"You take long to answer a call, I even had to go to your branch",4,4,"Yes, but I had to contact Vodacom more than once",Voice,Migration / Orders,55 - 64,-0.05
2023-03-31 00:00:00,Modify,TopUp,Siebel_01,Western,RED Top Up Data 6GB,"Poor attitude. Not talking clearly, put down the phone on me while talking.",0,0,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,-0.151851852
2023-03-31 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 500MB 50min TopUp,,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,65+,NaN
2023-06-21 00:00:00,Wasp Service - Opt Out,Prepaid,TobiAssist_CC_MII,Mpumalanga,Prepaid150c,The consultant was friendly and helpful,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,,0.375
2023-06-21 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,The person who assisted me has a good customer care,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,0.7
2023-06-21 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,,9,,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44,NaN
2023-06-21 00:00:00,Modify,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp",,10,8,Too early to tell,Voice,Modify / Orders,44 - 54,NaN
2023-06-30 00:00:00,Migration,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 200min TopUp",,0,0,Too early to tell,Voice,Migration / Orders,25 - 34,NaN
2023-06-30 00:00:00,Migration,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp",,10,10,"Yes, straight away",Voice,Migration / Orders,25 - 34,NaN
2023-06-30 00:00:00,Migration,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Service was good,10,10,Too early to tell,Voice,Migration / Orders,35 - 44,0.7
2023-06-30 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 200min TopUp",Great service,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.8
2023-03-07 00:00:00,Bank Details: Updated,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 230,Polite and patient consultant,9,10,"Yes, straight away",Voice,Bank Details: Updated / Account,55 - 64,0
2023-03-08 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,,10,10,"Yes, straight away",Voice,Modify / Orders,65+,NaN
2023-03-07 00:00:00,Migration Order: Order created,TopUp,Siebel_01,Limpopo,RED 500MB 50min TopUp,I had to contact vodacom more than once,8,9,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Order created / Account,25 - 34,0.5
2023-03-09 00:00:00,Upgrade Order: Enquiry,Postpaid,Siebel_01,Northern Gauteng,RED 2GB 400min,,9,9,Too early to tell,Voice,Upgrade Order: Enquiry / Account,35 - 44,NaN
2023-03-06 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 175,I would like to know what I still owe on my cellphone.,7,7,Too early to tell,Voice,Balance: Enquiry / Account,65+,0
2023-03-06 00:00:00,Migration Order: Order created,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 125,Friendly and reliable staff,10,10,"Yes, straight away",Voice,Migration Order: Order created / Account,44 - 54,0.375
2023-03-09 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED 2GB 200min,Agent was very helpful and friendly. Managed to assist me strait away,9,9,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.2875
2023-04-21 00:00:00,Modify,TopUp,Siebel_01,Eastern,Home Internet Price Plan TopUp,I need the same service again,10,9,"Yes, straight away",Voice,Modify / Orders,25 - 34,0
2023-04-21 00:00:00,Modify,TopUp,Siebel_01,Western,RED 10GB 200min TopUp,,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-03-08 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 350,Outstanding and friendly service,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.4375
2023-03-11 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Central,uChoose Flexi 230,,8,9,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,NaN
2023-03-11 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 500MB 50min,"Im happy. Though i am still unable to load airtime to my phone.. its suppose to be a topup account and currently its an openline

If someone can just follow up",10,10,Too early to tell,Voice,Modify / Orders,25 - 34,0.1
2023-03-06 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 2GB 200min TopUp,,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,18 - 24,NaN
2023-03-11 00:00:00,Modify,TopUp,Siebel_01,Western,uChoose Flexi 125,Because it's true,9,9,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.35
2023-05-16 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,"Your call centre agent
100%",10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0
2023-05-15 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,It because the service was excellent,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,1
2023-08-12 00:00:00,Modify,TopUp,Siebel_01,Western,Top Up Data,,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-08-08 00:00:00,Itemised Billing: Provided,Postpaid,Siebel_01,Eastern,RED VIP 20GB Unlimited,,10,10,"Yes, straight away",Voice,Itemised Billing: Provided / Account,35 - 44,NaN
2023-03-06 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 230,"NOTHING ever gets resolved properly- I have had awful service from Vodacom for the past three years & will be relieved when I can cancel EVERYTHING! I've had this number since September 2000 - almost 23 years! Loyalty means nothing to you, I will take my ",0,0,Too early to tell,Voice,Modify / Orders,44 - 54,-0.463541667
2023-04-03 00:00:00,Modify,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,I've had the best assistance with Vodacom.,10,10,"Yes, straight away",Voice,Modify / Orders,,1
2023-06-06 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,,10,,,Voice,Modify / Orders,25 - 34,NaN
2023-06-05 00:00:00,Itemised Billing Management,Prepaid,"Morpheus II, Contact Centre",Southern Gauteng,Prepaid 79c,Fine,8,8,Too early to tell,Voice,Itemised Billing Management / Billing Enquiry,,0.416666667
2023-06-07 00:00:00,Modify,TopUp,Siebel_01,Western,"RED 1,2GB 200min TopUp",I called the first time only for the agent to request for my account number after i gave my id number and verified how i received my invoices. But the second agent help me speedily,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34,0.083333333
2023-06-05 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,Trying to find my way around all the data speciala,5,5,Too early to tell,Voice,Modify / Orders,65+,0
2023-03-11 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,SMART TOP UP XS+,,10,,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-03-06 00:00:00,Modify,TopUp,Siebel_01,Eastern,uChoose Flexi 125,My problem was resolved,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0
2023-03-06 00:00:00,Bill Profile: Service Request Created,Postpaid,Siebel_01,Kwazulu Natal,Smart Data 4GB,The help I asked for was given.,9,10,"Yes, straight away",Voice,Bill Profile: Service Request Created / Account,44 - 54,0
2023-03-09 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Limpopo,SMART M+,Robin was friendly and helpfull.It took me 15 minutes but in the end  she solved the problem,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+,0.375
2023-04-25 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Limpopo,NXT LVL,,10,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,,NaN
2023-03-08 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 500MB 50min TopUp,I don't know yet if the issue is resolved. I canceled the debit order and asked it to be cash payment.  The lady is spoke to confirmed all is well. Now I receive sms saying I have a fee for debit order bounced which i refuse to pay since she fixed it. My ,8,5,Too early to tell,Voice,Credit Note / Billing Enquiry,25 - 34,0.25
